#	author	work	ref	greek_form	greek_context	class	reason
27	Plutarch	tlg0007/tlg013	22.2	ἀδελφῆς	εριστρατοπεδεύσαντος, ὁ προδιειλεγμένος τῷ Βρεττίῳ μετὰ τῆς ἀδελφῆς νεανίσκος ἧκε νύκτωρ πρὸς αὐτόν, εἰδὼς ἀκριβῶς καὶ καθεωρακ	B	bulk-classified (n=100 expansion pass)
28	Plutarch	tlg0007/tlg033	32.2	ἀδελφὸν	Κατιλίναν. οὗτος γὰρ οὔπω τῶν πραγμάτων κεκριμένων ἀνῃρηκὼς ἀδελφὸν ἐδεήθη τοῦ Σύλλα τότε προγράψαι τὸν ἄνθρωπον ὡς ζῶντα καὶ π	B	bulk-classified (n=100 expansion pass)
29	Plutarch	tlg0007/tlg046	1.2	ἀδελφὸς	ἀπέδειξεν ἀδελφὸς γνήσιον, τὸν δὲ χρησμὸν κατειρωνευσάμενος τὸν περὶ τῆς χωλό	B	bulk-classified (n=100 expansion pass)
30	Plutarch	tlg0007/tlg121	4.1	ἀδελφῆς	τῆς δὲ μητρὸς αὐτῶν Ἰσοκράτους καὶ Θεοδώρου καὶ τῆς ταύτης ἀδελφῆς Ἀνακοῦς εἰκόνες ἀνέκειντο ἐν ἀκροπόλει·	B	bulk-classified (n=100 expansion pass)
31	Plutarch	tlg0007/tlg047	77.4	ἀδελφῆς	προσαγαγοῦσα μετὰ τῆς ἀδελφῆς ἀπέκτεινε	B	Narrative biological sibling in Lives
32	Plutarch	tlg0007/tlg095	14	ἀδελφοῦ	Εὐκλείδης τοῦ ἀδελφοῦ πρὸς αὐτὸν ἐκ διαφορᾶς εἰπόντος	B	Brother in Moralia ethical example
33	Plutarch	tlg0007/tlg112	1.2.4	ἀδελφόν	πατήρ, τοῦτον ἀράμενος εἰ δὲ μή, πάππον ἢ πενθερὸν ἢ πατρὸς ἀδελφόν, ἤ τινα τῶν ὁμολογουμένην	B	bulk-classified (n=100 expansion pass)
34	Plutarch	tlg0007/tlg019	5.9	ἀδελφοὶ	οἱ δὲ νῦν ἀδελφοὶ καὶ συγγενεῖς, ἂν μὴ κλίμασι καὶ ποταμοῖς καὶ διατειχίσμασι	B	bulk-classified (n=100 expansion pass)
35	Epictetus	tlg0557/tlg001	2.22.15	ἀδελφὸς	ἄν τʼ ἀδελφὸς ᾖ τοῦτο ἄν τε πατὴρ ἄν τε τέκνον	B	Kinship list, biological
36	Epictetus	tlg0557/tlg002	43.1	ἀδελφός	λαβή ἐστιν αὐτοῦ οὐ φορητή), ἀλλὰ ἐκεῖθεν μᾶλλον, ὅτι ἀδελφός, ὅτι σύντροφος, καὶ λήψῃ αὐτὸ καθʼ ὃ φορητόν.	B	bulk-classified (n=100 expansion pass)
37	Epictetus	tlg0557/tlg001	3.19.1	ἀδελφόν	οὐαί μοι διὰ τὸ παιδάριον διὰ τὸν ἀδελφόν οὐαὶ διὰ τὸν πατέρα	B	Kinship-worry list, biological
38	Epictetus	tlg0557/tlg001	3.3.6	ἀδελφὸς	οἴχεται καὶ πατὴρ καὶ ἀδελφὸς καὶ πατρὶς καὶ πάντα τὰ πράγματα	B	Kinship loss list, biological
39	Epictetus	tlg0557/tlg001	3.5.4	ἀδελφόν	οὐ λέγεις διὰ τὸν πατέρα, τὸν ἀδελφόν, ἀλλὰ	B	bulk-classified (n=100 expansion pass)
40	Epictetus	tlg0557/tlg001	2.10.13	ἀδελφοῦ	εἰ δὲ τοῦ ἀδελφοῦ ἐπελάθου καὶ ἀντὶ ἀδελφοῦ ἐχθρὸς ἐγένου	B	Becoming "enemy instead of brother" — biological ethics
41	Epictetus	tlg0557/tlg001	3.11.6	ἀδελφῷ	καὶ ἐπʼ ἀδελφῷ· πρὸς γὰρ Διός εἰσιν ἅπαντες τοῦ Ὁμογνίου. καὶ οὕτως κατὰ τ	E	bulk-classified (n=100 expansion pass)
42	Epictetus	tlg0557/tlg001	1.1.14	ἀδελφῷ	αι καὶ πολλοῖς προσδεδέσθαι καὶ τῷ σώματι καὶ τῇ κτήσει καὶ ἀδελφῷ καὶ φίλῳ καὶ τέκνῳ καὶ δούλῳ.	B	bulk-classified (n=100 expansion pass)
43	Epictetus	tlg0557/tlg001	3.22.96	ἀδελφοὺς	διὰ τί μὴ θαρρήσῃ παρρησιάζεσθαι πρὸς τοὺς ἀδελφοὺς τοὺς ἑαυτοῦ, πρὸς τὰ τέκνα, ἁπλῶς πρὸς τοὺς συγγενεῖς;	B	bulk-classified (n=100 expansion pass)
44	Epictetus	tlg0557/tlg001	3.24.78	ἀδελφὸν	ἀδελφὸν ἀπέλιπες πατρίδα φίλους οἰκείους	B	Kinship-sacrifice list, biological
45	Epictetus	tlg0557/tlg001	1.15.1	ἀδελφὸν	πῶς τὸν ἀδελφὸν πείσῃ μηκέτι χαλεπῶς αὐτῷ ἔχειν	B	Persuading one's brother — biological
46	Epictetus	tlg0557/tlg001	4.1.111	ἀδελφούς	, τὸ σῶμα, τὰ μέρη τοῦ σώματος, τὰ τέκνα, τὴν γυναῖκα, τοὺς ἀδελφούς.	B	bulk-classified (n=100 expansion pass)
47	Epictetus	tlg0557/tlg001	3.10.19	ἀδελφόν	οὐκ ἔδει οὕτως μοι προσενεχθῆναι τὸν ἀδελφόν	B	Brother's conduct toward speaker, biological
48	Epictetus	tlg0557/tlg001	2.14.8	ἀδελφόν	εις τάς τε φυσικὰς καὶ ἐπιθέτους, τὸν υἱόν, τὸν πατέρα, τὸν ἀδελφόν, τὸν πολίτην, τὸν ἄνδρα, τὴν γυναῖκα, τὸν γείτονα, τὸν σύνο	B	bulk-classified (n=100 expansion pass)
49	Epictetus	tlg0557/tlg001	3.22.54	ἀδελφόν	δερόμενον φιλεῖν αὐτοὺς τοὺς δέροντας ὡς πατέρα πάντων, ὡς ἀδελφόν.	B	bulk-classified (n=100 expansion pass)
50	Epictetus	tlg0557/tlg001	2.19.7	ἀδελφοί	τίνες ἀδελφοί;	B	bulk-classified (n=100 expansion pass)
51	Epictetus	tlg0557/tlg001	4.1.67	ἀδελφὸν	ἂν δὲ τὰ τέκνα σου ζῆν θέλῃς ἐξ ἅπαντος ἢ τὴν γυναῖκα ἢ τὸν ἀδελφὸν ἢ τοὺς φίλους, ἐπὶ σοί ἐστιν; — οὐδὲ ταῦτα.	B	bulk-classified (n=100 expansion pass)
52	Epictetus	tlg0557/tlg001	2.16.16	ἀδελφέ	πῶς γὰρ ἡμεῖς καλῶς ἐβουλευσάμεθα; οὐκ ἔλεγόν σοι, ἀδελφέ, ὅτι ἀδύνατόν ἐστιν ἡμῶν τι σκεψαμένων μὴ οὕτως ἐκβῆναι;	B	bulk-classified (n=100 expansion pass)
53	Epictetus	tlg0557/tlg001	2.22.29	ἀδελφοὶ	μηκέτι πολυπραγμονήσῃς μήτʼ εἰ υἱὸς καὶ πατήρ ἐστι μήτʼ εἰ ἀδελφοὶ μήτʼ εἰ πολὺν χρόνον συμπεφοιτηκότες καὶ ἑταῖροι, ἀλλὰ μόνο	B	bulk-classified (n=100 expansion pass)
54	Epictetus	tlg0557/tlg001	1.25.15	ἀδελφέ	μέραν διηγουμένου, πῶς ἐν Μυσίᾳ ἐπολέμησεν· διηγησάμην σοι, ἀδελφέ, πῶς ἐπὶ τὸν λόφον ἀνέβην· πάλιν ἄρχομαι πολιορκεῖσθαι.	B	bulk-classified (n=100 expansion pass)
55	Epictetus	tlg0557/tlg001	4.13.18	ἀδελφέ	ἀδελφέ, οὐδένα σου ἔχω εὐνούστ	B	bulk-classified (n=100 expansion pass)
56	Epictetus	tlg0557/tlg001	4.5.30	ἀδελφὸς	κἂν ἀδελφὸς ᾖ κἂν υἱός κἂν πατήρ	B	Kinship list, biological
57	Epictetus	tlg0557/tlg001	4.5.31	ἀδελφῷ	ἰ ταῦτα ἀγαθὰ καὶ κακά, οὔτε πατὴρ υἱοῖς φίλος οὔτʼ ἀδελφὸς ἀδελφῷ, πάντα δὲ πανταχοῦ μεστὰ πολεμίων, ἐπιβούλων, συκοφαντῶν.	B	bulk-classified (n=100 expansion pass)
58	Epictetus	tlg0557/tlg001	3.3.9	φιλαδέλφου	θέλει. μή τι οὖν τοῦ αἰδήμονος, μή τι τοῦ πιστοῦ, μή τι τοῦ φιλαδέλφου;	B	bulk-classified (n=100 expansion pass)
59	Epictetus	tlg0557/tlg001	1.28.22	ἀδελφοὶ	οἱ Ἕλληνες καὶ ὅτε ἐπόρθουν τὴν Τροίαν καὶ ὅτε οἱ ἀδελφοὶ αὐτοῦ ἀπώλλυντο;	B	bulk-classified (n=100 expansion pass)
60	Epictetus	tlg0557/tlg001	4.5.31	ἀδελφὸς	λοιπὸν εἰ ταῦτα ἀγαθὰ καὶ κακά, οὔτε πατὴρ υἱοῖς φίλος οὔτʼ ἀδελφὸς ἀδελφῷ, πάντα δὲ πανταχοῦ μεστὰ πολεμίων, ἐπιβούλων, συκοφα	B	bulk-classified (n=100 expansion pass)
61	Epictetus	tlg0557/tlg001	1.13.4	ἀδελφῶν	αυτόν; οὐ μεμνήσῃ τί εἶ καὶ τίνων ἄρχεις; ὅτι συγγενῶν, ὅτι ἀδελφῶν φύσει, ὅτι τοῦ Διὸς ἀπογόνων;	B	bulk-classified (n=100 expansion pass)
62	Epictetus	tlg0557/tlg001	2.17.31	ἀδελφούς	ναι τί μοι πρὸς θεούς ἐστι καθῆκον, τί πρὸς γονεῖς, τί πρὸς ἀδελφούς, τί πρὸς τὴν πατρίδα, τί πρὸς ξένους.	B	bulk-classified (n=100 expansion pass)
63	Epictetus	tlg0557/tlg001	2.22.24	ἀδελφοὺς	καὶ νῦν ὅταν ἴδῃς φίλους, ἀδελφοὺς ὁμονοεῖν δοκοῦντας, μὴ αὐτόθεν ἀποφήνῃ περὶ τῆς φιλίας τι α	B	bulk-classified (n=100 expansion pass)
64	Epictetus	tlg0557/tlg001	2.17.35	ἀδελφέ	θέλεις ἀναγνῶ σοι, ἀδελφέ;	B	bulk-classified (n=100 expansion pass)
65	Epictetus	tlg0557/tlg001	3.13.2	ἀδελφὸν	ὅταν γοῦν ἀπολέσωμεν ἢ ἀδελφὸν ἢ υἱὸν ἢ φίλον, ᾧ προσαναπαυόμεθα, λέγομεν ἀπολελεῖφθαι ἔρη	B	bulk-classified (n=100 expansion pass)
66	Epictetus	tlg0557/tlg001	3.3.9	ἀδελφός	ἕξει τὸ πλέον τοῦ ἀγροῦ ὁ ἀδελφός.	B	bulk-classified (n=100 expansion pass)
67	Epictetus	tlg0557/tlg001	4.7.35	ἀδελφούς	ἀδελφούς πάντων παραχωρεῖν πάντα ἀφιέναι	E	Stoic rhetorical vocative — universalist address
68	Dio_Chrysostom	tlg0612/tlg001	11.58	ἀδελφοὺς	μήτε τῆς παρὰ τοῖς Ἕλλησι φήμης φροντίσασαν, ἀλλὰ μηδὲ τοὺς ἀδελφοὺς φοβηθεῖσαν περιόντας, οἳ πρότερον αὐτὴν ἀφείλοντο Θησέως κα	B	bulk-classified (n=100 expansion pass)
69	Dio_Chrysostom	tlg0612/tlg001	61.7	ἀδελφούς	λέα, καὶ ταῦτα ὅν φησιν ἀποκτεῖναι τὸν ἄνδρα αὐτῆς καὶ τοὺς ἀδελφούς. τῷ δὲ Ἀγαμέμνονι τοιοῦτον οὐδὲν ἐπέπρακτο περὶ τὴν Χρυσηίδ	E	bulk-classified (n=100 expansion pass)
70	Dio_Chrysostom	tlg0612/tlg001	11.60	ἀδελφοὺς	τῶν τοῦ Μενελάου μήτε τῶν τοῦ Τυνδάρεω μήτε τοὺς ἀδελφοὺς τῆς Ἑλένης, καὶ ταῦτα νεῶν οὐσῶν ἐν τῇ Λακωνικῇ, ἔτι δὲ πρό	B	bulk-classified (n=100 expansion pass)
71	Dio_Chrysostom	tlg0612/tlg001	20.20	ἀδελφῶν	ῶρα διδόντες οἱ πρῶτοί τε καὶ ἄκροι τῶν Ἑλλήνων· καὶ δὴ καὶ ἀδελφῶν ἀγαθῶν ἐλέγετο εἶναι Πολυδεύκους καὶ Κάστορος, Διὸς υἱῶν γε	B	bulk-classified (n=100 expansion pass)
72	Dio_Chrysostom	tlg0612/tlg001	1.76	ἀδελφοὶ	ῖδές τε γονεῦσι πολλάκις ἐπιβουλεύοντεσκαὶ γονεῖς παισὶ καὶ ἀδελφοὶ ἀδελφοῖς, τὸ μέγιστον κακὸν ἐπιποθοῦντες καὶ μακαρίζοντες,	B	bulk-classified (n=100 expansion pass)
73	Dio_Chrysostom	tlg0612/tlg001	38.45	ἀδελφότης	καὶ ὡς τῷ ὄντι ἀδελφούς· ἐν δὲ ταῖς πόλεσι γενομένη αὕτη ἡ ἀδελφότης οὐχὶ καὶ μεῖζον ἀγαθὸν ἔσται καὶ	B	bulk-classified (n=100 expansion pass)
74	Dio_Chrysostom	tlg0612/tlg001	75.6	ἀδελφῶν	αὶ πατράσιν υἱέων εὐνούστερος καὶ παισὶ γονέων καὶ ἀδελφοῖς ἀδελφῶν. πολλοὶ γοῦν ὑπὸ τῶν φιλτάτων ἀδικούμενοι πρὸς τοῦτον καταφ	B	bulk-classified (n=100 expansion pass)
75	Dio_Chrysostom	tlg0612/tlg001	3.115	ἀδελφοὺς	ν ἀδικῆσαι καὶ παῖδα περὶ τοὺς γονέας ἐξαμαρτεῖν· ὁμοίως δὲ ἀδελφοὺς ἀλλήλων κακόν τι ἀπολαῦσαι. οὕτως δὲ πάνυ τὴν φιλίαν ἱερὸν	B	bulk-classified (n=100 expansion pass)
76	Dio_Chrysostom	tlg0612/tlg001	11.7	ἀδελφοῦ	ης ἐμοίχευσε τὴν τοῦ Ἀτρέως οὔτε ἐκεῖνος ἀπέκτεινε τοὺς τοῦ ἀδελφοῦ παῖδας οὐδὲ κατακόψας εἱστίασε τὸν Θυέστην οὔτε Ὀρέστης αὐτ	B	bulk-classified (n=100 expansion pass)
77	Dio_Chrysostom	tlg0612/tlg001	74.20	ἀδελφὸν	α ὑφελόμενος. ὁ τοιοῦτος πρὸς τοὺς ξένους διαβέβληται, πρὸς ἀδελφὸν ἕτερος, ἄλλος πρὸς υἱόν.	B	bulk-classified (n=100 expansion pass)
78	Dio_Chrysostom	tlg0612/tlg001	11.71	ἀδελφήν	τρίβοντα καὶ συνάγοντα στρατιάν, ἀλλʼ οὐκ εὐθὺς ἐδίωξαν τὴν ἀδελφήν, μάλιστα μὲν εἰ κατὰ πλοῦν ἕλοιεν·	B	bulk-classified (n=100 expansion pass)
79	Dio_Chrysostom	tlg0612/tlg001	74.5	ἀδελφόν	ἢ ξένον ἢ τέκνον ἢ ἀδελφόν;	B	bulk-classified (n=100 expansion pass)
80	Dio_Chrysostom	tlg0612/tlg001	73.6	ἀδελφὴν	υἱὸς αὐτοῦ Κίμων ἄτιμος ἦν ἂν τὸν ἅπαντα χρόνον, εἰ μὴ τὴν ἀδελφὴν Ἐλπινίκην ἐξέδωκεν ἀνδρὶ ταπεινῷ	B	bulk-classified (n=100 expansion pass)
81	Dio_Chrysostom	tlg0612/tlg001	64.25	ἀδελφὸν	περὶ τῆς βασιλείας λαχεῖν· νυνὶ δὲ αὐτός τε ἀπέθανε καὶ τὸν ἀδελφὸν προσαπώλεσεν, ἡλικίᾳ τὸ πρᾶγμα ἐπιτρέψας, οὐ τύχῃ.	B	bulk-classified (n=100 expansion pass)
82	Dio_Chrysostom	tlg0612/tlg001	30.2	ἀδελφοῦ	εἴ τις ἐκεῖνον μᾶλλον ἐφίλει ὑμῶν τοῦ τε πατρὸς καὶ ἀδελφοῦ	B	Loving someone more than father/brother — biological
83	Dio_Chrysostom	tlg0612/tlg001	11.50	ἀδελφοῦ	ύειν τὸν αὑτοῦ ἀνεψιὸν Μέμνονα, ἐκ Τιθωνοῦ ὄντα τοῦ Πριάμου ἀδελφοῦ. καὶ ἄλλα πολλὰ ἔλεγεν ἐπαγωγά, καὶ δῶρα ἐδίδου τῇ τε Λήδᾳ	B	bulk-classified (n=100 expansion pass)
84	Dio_Chrysostom	tlg0612/tlg001	6.35	ἀδελφῶν	πάντας ἐπιβουλεύειν αὐτῷ νομίζοντα μέχρι τῶν παίδων τε καὶ ἀδελφῶν.	B	bulk-classified (n=100 expansion pass)
85	Dio_Chrysostom	tlg0612/tlg001	74.1	ἀδελφῶν	ὑπὸ συγγενῶν τινων ἐνίους δὲ καὶ ὑπὸ τῶν ἔγγιστα ἀδελφῶν	B	Kin list, biological
86	Dio_Chrysostom	tlg0612/tlg001	37.42	ἀδελφὸν	ος ἐκ βάθρων ἀνασπάσας ἀνέθηκε τῷ Διί, φεῦ τῆς ἀμαθίας, τὸν ἀδελφὸν ὡς ἀνάθημα, ἄνθρωπος ἀπαίδευτος καὶ μηδενὸς τῶν	B	bulk-classified (n=100 expansion pass)
87	Dio_Chrysostom	tlg0612/tlg001	10.5	ἀδελφῶν	ὑπὸ υἱέων καὶ ἀδελφῶν καὶ γυναικῶν	B	Family list, biological
88	Dio_Chrysostom	tlg0612/tlg001	74.12	ἀδελφὸς	νηθείας καὶ τῶν ὅρκων καὶ τοῦ γένους καταγέλαστος. ὁ Ἀτρεὺς ἀδελφὸς ἦν τοῦ Θυέστου καὶ τῶν παιδαρίων, ἃ κατέκοψεν, θεῖος· ὁ Ἐτε	B	bulk-classified (n=100 expansion pass)
89	Dio_Chrysostom	tlg0612/tlg001	55.1	ἀδελφὸς	ὁ ζωγράφος καὶ ὁ ἀδελφὸς ἄμφω τοῦ πατρὸς Ἀγλαοφῶντος	B	Father's two sons — biological
90	Dio_Chrysostom	tlg0612/tlg001	7.76	ἀδελφοὶ	συνηκολούθει δὲ ἡ μήτηρ τοῦ νεανίσκου καὶ ἀδελφοὶ δύο παιδάρια· ἔφερον δὲ ἄρτους τε καθαροὺς καὶ ᾠὰ ἑφθὰ ἐν ξ	B	bulk-classified (n=100 expansion pass)
91	Dio_Chrysostom	tlg0612/tlg001	8.31	ἀδελφοὺς	ώτατον ὄντα καὶ ὑπερηφανώτατον, αὐτόν τε ἀπέκτεινε καὶ τοὺς ἀδελφοὺς καὶ τὰς βοῦς ἀπήλασε.	B	bulk-classified (n=100 expansion pass)
92	Dio_Chrysostom	tlg0612/tlg001	7.95	ἀδελφόν	άστου τῶν βασιλέων ἐπαμῦναι. ἠναγκάσθη δὲ ἱκετεῦσαι καὶ τὸν ἀδελφόν, ὅπως ἐπιδῷ τὴν θυγατέρα σφαγησομένην ἐν Αὐλίδι.	B	bulk-classified (n=100 expansion pass)
93	Dio_Chrysostom	tlg0612/tlg001	11.13	ἀδελφῆς	τῆς Ἑλένης ἀδελφῆς οὔσης	B	Helen as biological sister (of Dioscuri)
94	Dio_Chrysostom	tlg0612/tlg001	47.21	ἀδελφῆς	κότα τῆς οὐσίας, καὶ πρὸς ταῖς πρότερον βλάβαις ἔτι καὶ τῆς ἀδελφῆς ἀποθανούσης ὠφεληθέντα μὲν μηδέν,	B	bulk-classified (n=100 expansion pass)
95	Dio_Chrysostom	tlg0612/tlg001	38.47	ἀδελφὸν	τοῖς θέλοντες; ὄφελον ἐξῆν καὶ τὸν Ἐφεσίων δῆμον ποιήσασθαι ἀδελφὸν ὑμῶν. ὄφελον καὶ τὰ Σμυρναίων	B	bulk-classified (n=100 expansion pass)
96	Dio_Chrysostom	tlg0612/tlg001	7.72	ἀδελφὸς	ι πορευθείς. δεῖ γὰρ θῦσαι τοῖς θεοῖς. εἶπεν οὖν ὁ νεώτερος ἀδελφὸς τῆς κόρης, Ἀλλὰ ἱερεῖόν γε πάλαι οὗτος παρεσκεύακε, καὶ ἔστ	B	bulk-classified (n=100 expansion pass)
97	Dio_Chrysostom	tlg0612/tlg001	7.96	ἀδελφός	ιν ἐκεῖ κολακεύων τοὺς ἡγεμόνας τοῦ στρατοῦ καὶ αὐτὸς καὶ ὁ ἀδελφός· εἰ δὲ μή, ὠργίζοντο καὶ ʽ??ʼπείλουν ἑκάστοτε ἀποπλεύσεσθαι	B	bulk-classified (n=100 expansion pass)
